Time,Price,Volume,Hash_rates,Market_cap,Mining_difficulty,No_of_transactions,Volatility
2010-12-06 00:00:00 UTC,0.19889162257495602,871.8912784365081,97582343512.3511,995522.7500000041,8078.19525793,465.0,0.00923132441123163
2010-12-08 00:00:00 UTC,0.230834487179487,789.077114316666,96195863253.6411,1157190.0,8078.19525793,523.0,0.0039593398214430794
2010-12-09 00:00:00 UTC,0.205413254102148,4405.1237814561,92029968020.6253,1092291.9,12251.99976037,486.0,0.006046518693823139
2010-12-16 00:00:00 UTC,0.239433428571429,3500.8706240071397,104310508544.129,1164606.731,12251.99976037,531.0,0.00319255944212847
2010-12-23 00:00:00 UTC,0.24836413636363602,2160.864070065,104185836397.491,1225164.3756,14484.16236123,519.0,0.00217313818360821
2010-12-24 00:00:00 UTC,0.249031130952381,1253.68927856958,107422090591.45801,1239881.25,14484.16236123,531.0,0.0037643077052745
2010-12-27 00:00:00 UTC,0.25761375,1271.57932333333,119552369887.45401,1250739.275,14484.16236123,526.0,0.00271414834445723
2010-12-29 00:00:00 UTC,0.289799326007326,5427.60922849952,118709861594.44699,1354932.25,14484.16236123,513.0,0.00434119390073885
2011-01-05 00:00:00 UTC,0.29564458333333304,106.14654464666701,125706672187.888,1466710.5269999998,16307.42093852,1310.0,0.00612354472507617
2011-01-06 00:00:00 UTC,0.29709393939393897,1031.39333520333,113535028516.37599,1514056.89,16307.42093852,694.0,0.00226740952445343
2011-01-07 00:00:00 UTC,0.313282329448329,13145.6720223348,132818400107.99901,1509912.0725,16307.42093852,1020.0,0.00330121183238023
2011-01-13 00:00:00 UTC,0.36749500308642,7187.14144820333,152230595827.061,1641045.685125,16307.42093852,1266.0,0.0106001188492566
2011-01-17 00:00:00 UTC,0.3790656666666671,6425.29983596666,165575669685.746,1994772.7275,18437.64439217,830.0,0.00420304919133937
2011-01-18 00:00:00 UTC,0.33420825680272104,4959.80993746967,132164580268.57901,1805272.35,18437.64439217,818.0,0.0101222652957131
2011-01-20 00:00:00 UTC,0.341614831178161,6957.579006292621,169540486209.406,1621890.70575,18437.64439217,924.0,0.0129223222262779
2011-01-21 00:00:00 UTC,0.39209312229437204,3363.95657801985,159673903912.888,2023941.65749999,18437.64439217,1166.0,0.00653945158102785
2011-01-22 00:00:00 UTC,0.42044334487179497,4510.4304465655105,151061299333.40198,2131753.99999999,18437.64439217,1422.0,0.0051585028330228605
2011-01-23 00:00:00 UTC,0.4370783666666671,503.59150315466695,155556187117.702,2313814.43249999,18437.64439217,1081.0,0.0047961972711368
2011-01-24 00:00:00 UTC,0.41020171936835104,4508.80162626302,172365430692.514,2213218.10801705,18437.64439217,1319.0,0.00534848396700852
2011-01-26 00:00:00 UTC,0.40995947510822495,6325.77688068626,165492497966.315,2152264.73175001,18437.64439217,1005.0,0.00548466689537222
2011-01-29 00:00:00 UTC,0.44105249999999996,643.62902768,170638951262.90198,2339876.75,22012.38133799,1347.0,0.00212132034355089
2011-01-31 00:00:00 UTC,0.5021563463541671,34298.4871826191,187950578884.347,2530586.3405625,22012.38133799,1393.0,0.0219561973679291
2011-02-01 00:00:00 UTC,0.676389111324348,23460.8526348166,177786782681.25198,2835351.69691668,22012.38133799,1013.0,0.02496750953679
2011-02-02 00:00:00 UTC,0.726566877645503,4124.507005949071,173939011361.243,3809073.64583333,22012.38133799,896.0,0.014808246278181001
2011-02-03 00:00:00 UTC,0.7135407898854251,6043.19245967837,174043229774.25598,3885551.01900001,22012.38133799,789.0,0.0128966881830561
2011-02-05 00:00:00 UTC,0.876256805637544,13765.297856533502,196064369322.716,4489490.28374999,22012.38133799,832.0,0.0160923116113251
2011-02-06 00:00:00 UTC,0.895176513499828,7620.297549684591,195196666913.33603,4899597.99999999,22012.38133799,909.0,0.0132361342875903
2011-02-08 00:00:00 UTC,0.8939539272486771,6292.151040948571,210719986748.943,4756538.24999999,25997.87992881,846.0,0.00561797856043426
2011-02-09 00:00:00 UTC,0.929917166685745,47317.945681908604,245036442868.355,4727466.85949999,25997.87992881,1227.0,0.0178009841780662
2011-02-10 00:00:00 UTC,1.03340975492978,25855.3067223369,241368200672.672,5503065.42784092,25997.87992881,2034.0,0.0228119288719974
2011-02-11 00:00:00 UTC,0.981385991958354,13263.0105044617,239613828454.02103,5160018.04165908,25997.87992881,2355.0,0.0197158225045484
2011-02-12 00:00:00 UTC,1.03972164285714,4324.0614664161,254212038838.862,5435542.24999999,25997.87992881,1912.0,0.0229521010227525
2011-02-14 00:00:00 UTC,1.05922842781228,7535.13069106693,254002560707.463,5635486.74999998,25997.87992881,2006.0,0.00963241442470439
2011-02-15 00:00:00 UTC,1.050393361678,9104.40750133762,288849018296.627,5739170.026875,25997.87992881,2224.0,0.007501771103874991
2011-02-16 00:00:00 UTC,1.04001615181115,7469.9306363266005,299904260596.692,5694543.75000002,25997.87992881,2090.0,0.00490785640863565
2011-02-17 00:00:00 UTC,1.04612029887821,4184.7081987844895,298756835824.70197,5679522.74999997,25997.87992881,2250.0,0.00546784393143598
2011-02-18 00:00:00 UTC,0.999096403711389,33061.853008519596,359600812272.194,5645730.73674997,36459.88692508,2056.0,0.0127223860289854
2011-02-19 00:00:00 UTC,0.9321031830052671,3476.8924229082,292522509605.98804,4963083.46200001,36459.88692508,1583.0,0.0171461965800172
2011-02-20 00:00:00 UTC,0.86850999047619,8573.971615281669,359614659737.37897,5015026.34120002,36459.88692508,1939.0,0.0159085991500287
2011-02-22 00:00:00 UTC,0.863103983554028,10599.1079975805,387245542090.91296,4714322.23611112,36459.88692508,2196.0,0.0136057396507874
2011-02-23 00:00:00 UTC,0.906506158730159,6060.978949975711,435855304232.925,5000941.04399998,36459.88692508,2263.0,0.012643547661772
2011-02-26 00:00:00 UTC,0.942570032051282,4446.885973112079,500769926665.33704,5119435.07731247,36459.88692508,1952.0,0.0145498025010548
2011-02-27 00:00:00 UTC,0.9387416466165408,21627.514419453797,548132663685.9,5310361.64999999,55589.51812687,2269.0,0.0109130185069827
2011-02-28 00:00:00 UTC,0.8944426528029509,4105.89719808424,417486848831.30396,4942692.02225,55589.51812687,1720.0,0.0107533915617867
2011-03-01 00:00:00 UTC,0.920692827803995,21390.9025306447,354985659131.808,4754655.37874999,55589.51812687,2729.0,0.0132892043947926
2011-03-02 00:00:00 UTC,0.9239576888888891,2533.9493868279997,462202614317.384,5123246.16974999,55589.51812687,2009.0,0.00881562163656241
2011-03-04 00:00:00 UTC,0.914785087962963,2469.78885696208,614130809382.462,5181143.55999998,55589.51812687,1982.0,0.00662226449495638
2011-03-07 00:00:00 UTC,0.874441394603223,13494.091652231102,580651674238.927,4893619.50000001,55589.51812687,1926.0,0.0111125283437877
2011-03-08 00:00:00 UTC,0.87233937414966,3943.6579516133293,515902282827.32104,4855901.59600002,55589.51812687,2440.0,0.00823963663466214
2011-03-09 00:00:00 UTC,0.8596490845238091,3890.5732702642895,500124910043.481,4804403.137,76192.61934751,1834.0,0.00643811665571956
2011-03-12 00:00:00 UTC,0.8992337046130949,4325.81743134562,527978439850.859,5019283.50833335,76192.61934751,2956.0,0.00686223934595459
2011-03-13 00:00:00 UTC,0.9019792361111109,595.89604818,451026535168.02295,5092595.24399999,76192.61934751,2711.0,0.0064480662213498
2011-03-16 00:00:00 UTC,0.8611110154761908,6766.664010736639,513331110255.044,4932952.48349999,76192.61934751,3183.0,0.0073116084620048595
2011-03-17 00:00:00 UTC,0.839926173570984,6036.47342279182,533483460353.94104,4841195.96250001,76192.61934751,3367.0,0.0129218488742931
2011-03-18 00:00:00 UTC,0.809374099214481,11156.6651473209,456625972340.32794,4844748.71250001,76192.61934751,2371.0,0.0160953322162927
2011-03-19 00:00:00 UTC,0.7619750964912281,7473.520207383171,436919101318.02203,4465568.59374999,76192.61934751,3189.0,0.009704870009178971
2011-03-20 00:00:00 UTC,0.770942165266107,4474.64798507452,515731493572.94604,4431082.22125001,76192.61934751,4076.0,0.0121074417667777
2011-03-21 00:00:00 UTC,0.7531753693121691,2785.8936934554304,576409497614.1539,4355246.52874999,76192.61934751,5855.0,0.00582124295119285
2011-03-22 00:00:00 UTC,0.778873787754232,9501.94042215117,439924674502.95703,4310872.63133334,76192.61934751,2238.0,0.0068245012244400795
2011-03-23 00:00:00 UTC,0.8324479744789121,11021.4840237036,591265621356.813,4643932.50000001,76192.61934751,4570.0,0.00881474187241007
2011-03-25 00:00:00 UTC,0.877179635215794,4226.763509356761,599065563860.797,5063441.42818182,76192.61934751,1999.0,0.00490010325620097
2011-03-26 00:00:00 UTC,0.8682896439721891,10260.9669488336,470525744581.536,5087551.92812501,68977.78463021,3335.0,0.00870151727821601
2011-03-27 00:00:00 UTC,0.845921389266818,4465.90326963194,496767135313.04205,4778373.00760002,68977.78463021,2463.0,0.00996643250055466
2011-03-28 00:00:00 UTC,0.8074690538653729,10149.264251033399,568450263774.7671,4732773.49999998,68977.78463021,2931.0,0.0099194095453532
2011-03-29 00:00:00 UTC,0.7888612633408258,3313.0913773947805,558239441521.515,4577380.82793748,68977.78463021,2718.0,0.00865956031404731
2011-03-30 00:00:00 UTC,0.78692327294197,2533.7585857030604,535175415373.579,4590044.46614999,68977.78463021,1756.0,0.0040661530586132795
2011-03-31 00:00:00 UTC,0.7892644993961351,5431.88453664166,700223693942.848,4556686.40312502,68977.78463021,2095.0,0.0060405151783614
2011-04-01 00:00:00 UTC,0.7819679387464391,2486.4953966975895,598643956051.869,4516364.55855002,68977.78463021,1579.0,0.00354646706798234
2011-04-02 00:00:00 UTC,0.7875053045076621,1967.11182228589,612791239510.823,4504158.33418749,68977.78463021,1772.0,0.0033722857760580603
2011-04-04 00:00:00 UTC,0.694327223169755,21449.8745894899,612635252000.375,4541476.47499999,68977.78463021,2309.0,0.0219822749499623
2011-04-05 00:00:00 UTC,0.658011999011807,6530.65848338183,676955268130.013,4025789.68181818,82345.64411297,2119.0,0.0129752075028186
2011-04-06 00:00:00 UTC,0.716476400068708,6268.56242189516,602216267840.065,4373787.48341666,82345.64411297,1864.0,0.00628704680347496
2011-04-07 00:00:00 UTC,0.753936006923313,8184.360419570799,601879643428.2579,4387716.89999999,82345.64411297,1677.0,0.00688433515380538
2011-04-08 00:00:00 UTC,0.7653726365389,13907.672190628999,684547442282.56,4430494.04633332,82345.64411297,1767.0,0.00752069242422712
2011-04-09 00:00:00 UTC,0.7482219223901101,8961.02156440511,633107754292.668,4388603.36183335,82345.64411297,1733.0,0.0074517866140136
2011-04-11 00:00:00 UTC,0.760195439451417,11250.552553338799,666233416480.275,4320384.83371428,82345.64411297,1943.0,0.007862761982830379
2011-04-12 00:00:00 UTC,0.840142363215195,41212.977704441604,670027676921.183,4684253.25789475,82345.64411297,2077.0,0.0109519365050634
2011-04-13 00:00:00 UTC,0.9188750865113651,40711.7754579038,798867565476.182,5080600.50000002,82345.64411297,2371.0,0.0102461863665987
2011-04-14 00:00:00 UTC,0.9345835710144371,29840.6681609577,648240380201.639,5496925.047,82345.64411297,2881.0,0.00730262647300165
2011-04-15 00:00:00 UTC,1.01302823588361,50805.849576799905,558373051321.348,5831728.98058333,82345.64411297,2018.0,0.0166537277656647
2011-04-16 00:00:00 UTC,1.03025698173677,29994.4522651655,709254173426.158,5768555.57596875,82345.64411297,2154.0,0.0172377237402772
2011-04-17 00:00:00 UTC,1.04852904730394,26109.996499483903,736637307112.7059,6113045.79875002,82345.64411297,2257.0,0.00840750377355152
2011-04-18 00:00:00 UTC,1.1466841755197,31597.7809109405,661416356802.272,6792257.74572596,92347.59095209,3035.0,0.0141916558716486
2011-04-19 00:00:00 UTC,1.17474539117805,14777.480821033001,701282471469.896,6915993.22782498,92347.59095209,3598.0,0.00743449180336985
2011-04-20 00:00:00 UTC,1.1651744561803101,24860.2699448248,666402622366.2329,7082520.06675002,92347.59095209,2969.0,0.00710630245515968
2011-04-21 00:00:00 UTC,1.1661755846305,46305.7834892761,672866935194.414,6851521.82220001,92347.59095209,1915.0,0.00526759460485904
2011-04-22 00:00:00 UTC,1.27291251073906,50736.5606470403,803596944889.212,7185933.903571401,92347.59095209,2097.0,0.0103348217538032
2011-04-23 00:00:00 UTC,1.46751524619949,102569.901604606,791327454780.438,8227771.02620455,92347.59095209,2310.0,0.0299182203945388
2011-04-24 00:00:00 UTC,1.68069551342868,36295.886185104,750017988170.718,10263463.328576101,92347.59095209,2273.0,0.0249020880388778
2011-04-25 00:00:00 UTC,1.59241939040025,21304.3923387913,891021535056.734,9917548.52322726,92347.59095209,2592.0,0.0166185480873982
2011-04-26 00:00:00 UTC,1.6351662833376297,40107.4433614709,879165507436.427,9464578.56973333,92347.59095209,3455.0,0.0194446087003813
2011-04-27 00:00:00 UTC,1.85428021370404,62132.038657827696,840940640810.795,10622861.9784334,92347.59095209,4580.0,0.021277793451476006
2011-04-28 00:00:00 UTC,1.9992494834141201,202971.268479467,751349144230.285,11366255.1615916,92347.59095209,3035.0,0.0453862659958237
2011-04-29 00:00:00 UTC,2.48491321802892,148932.58353645698,924340491041.8771,13828546.1347229,92347.59095209,3534.0,0.043452062808516
2011-04-30 00:00:00 UTC,3.13992144417744,214150.480606804,1002728704661.16,17353648.4242391,109670.13329248,4473.0,0.0613133583778577
2011-05-01 00:00:00 UTC,3.3277330340217994,143730.896026989,976492921514.0609,21212625.0,109670.13329248,3949.0,0.0956734755848735
2011-05-02 00:00:00 UTC,3.1883321659390598,59505.80490834139,1072142234575.96,18666284.120406304,109670.13329248,3095.0,0.0496476116484776
2011-05-03 00:00:00 UTC,3.28514838960992,56163.706893145994,1068316885654.33,19455920.0,109670.13329248,2935.0,0.0521547945078736
2011-05-04 00:00:00 UTC,3.3962915921641703,59417.274415771106,1074463748643.1,21092831.9228842,109670.13329248,2800.0,0.0284692787831651
2011-05-05 00:00:00 UTC,3.41034633235976,52309.6375701385,1193528679595.7,20839856.6308965,109670.13329248,3464.0,0.0166547004593697
2011-05-06 00:00:00 UTC,3.4748537685185896,79764.9881007561,1192867970225.34,20363481.3232692,109670.13329248,3290.0,0.0259710248185613
2011-05-07 00:00:00 UTC,3.56078576992078,64226.925039048205,1163103237403.58,21040085.462607197,109670.13329248,3887.0,0.0217946926769073
2011-05-08 00:00:00 UTC,3.75456205958252,79443.09900287901,1196005684043.79,22389106.39875,109670.13329248,2898.0,0.0301481344805678
2011-05-09 00:00:00 UTC,3.8095241117566,43853.280375926,1381114163413.15,23367875.8314386,157416.40184365,3516.0,0.0299142937763835
2011-05-10 00:00:00 UTC,4.6593595204824405,266915.483924775,1422219535517.69,23604158.659375,157416.40184365,3151.0,0.0901595006946707
2011-05-11 00:00:00 UTC,5.59242453758886,282495.631236491,1497023856372.42,34833763.3888636,157416.40184365,3090.0,0.116434284649581
2011-05-12 00:00:00 UTC,5.63411709963751,184844.338966593,1319909576669.48,33192698.784617603,157416.40184365,3361.0,0.0777281571666499
2011-05-13 00:00:00 UTC,7.455501810207549,478189.851938256,1617291819944.54,39996786.428819396,157416.40184365,4064.0,0.129588052677092
2011-05-14 00:00:00 UTC,8.23834719667998,437438.74731718795,1893810846240.38,50119097.4721198,157416.40184365,4414.0,0.12348789699526401
2011-05-15 00:00:00 UTC,6.678797157788191,122994.766429892,1730861994646.45,45163694.8320823,157416.40184365,3770.0,0.10604036611762499
2011-05-16 00:00:00 UTC,7.68402490706336,342653.97113237396,1944847547921.18,46031575.2446304,157416.40184365,4349.0,0.128878177072354
2011-05-17 00:00:00 UTC,7.6141684815302195,266623.443464155,1986978118739.42,49137594.26428711,157416.40184365,4464.0,0.0977042471621892
2011-05-18 00:00:00 UTC,7.14547464987712,180955.653261307,2347740106411.61,45400508.030908294,244112.48777434,5581.0,0.0777793989767126
2011-05-19 00:00:00 UTC,6.968028240821071,169777.23609753,2058178040301.86,42580312.0097817,244112.48777434,4663.0,0.0754949495177906
2011-05-20 00:00:00 UTC,6.62522373733528,280575.22355655103,2676399444645.91,43644766.501929,244112.48777434,4795.0,0.063729527094224
2011-05-22 00:00:00 UTC,6.3593618313851,154116.363923858,3058879284365.5,38667622.8555976,244112.48777434,5282.0,0.0454340847723042
2011-05-23 00:00:00 UTC,7.0675172727153495,250637.49284446,3471705799788.06,42540092.917269394,244112.48777434,5745.0,0.06655254055732901
2011-05-24 00:00:00 UTC,7.081739991016411,211193.224218789,3628838383910.52,45128712.2537252,244112.48777434,5865.0,0.0375762288351436
2011-05-25 00:00:00 UTC,7.405842596347441,510343.80871321703,3729557512068.39,46837352.4497384,244112.48777434,6258.0,0.0623813098616485
2011-05-26 00:00:00 UTC,8.50904147716872,244678.067467642,4075562138630.51,52540648.0999312,434877.04552763,6967.0,0.0776080213374024
2011-05-27 00:00:00 UTC,8.68680402467509,125225.43783332301,3607008984571.67,55504793.665000096,434877.04552763,4853.0,0.0345929761884257
2011-05-28 00:00:00 UTC,8.45370544771389,103454.365536108,3360686246328.31,54272474.813883506,434877.04552763,5013.0,0.0515823158472403
2011-05-29 00:00:00 UTC,8.27772141748384,62091.8605302903,3930840813034.29,53226080.889069,434877.04552763,4753.0,0.049732475619858
2011-05-30 00:00:00 UTC,8.57989327539645,153931.885674145,3323879196200.81,53183674.406249896,434877.04552763,5337.0,0.0471727860737216
2011-05-31 00:00:00 UTC,8.882081721351339,407018.514950454,3208587041026.37,55969135.046637796,434877.04552763,6063.0,0.0720766121842771
2011-06-01 00:00:00 UTC,9.02828022099821,399838.67284108396,4069337645203.25,54724724.8754634,434877.04552763,6540.0,0.0615658160877614
2011-06-02 00:00:00 UTC,10.0351280279123,414923.02957126795,4114583482489.45,61459424.5843136,434877.04552763,7136.0,0.0791185161253182
2011-06-03 00:00:00 UTC,12.6900980372025,954718.90166514,4349238642994.16,69143370.3869421,434877.04552763,8441.0,0.18334323921560802
2011-06-04 00:00:00 UTC,16.2299721781087,728206.096675662,4849584131400.58,90956709.38460308,434877.04552763,8811.0,0.135365853044419
2011-06-05 00:00:00 UTC,17.4455516551326,420792.60311991296,4488669098809.19,118617094.115657,434877.04552763,8592.0,0.17241175821615498
2011-06-06 00:00:00 UTC,18.2551633231102,1013739.92977814,5630972423472.46,107476121.844009,567269.53016242,9703.0,0.21460402951828503
2011-06-07 00:00:00 UTC,19.0267010564462,1071048.98576922,4777152702487.02,119799656.36673401,567269.53016242,9002.0,0.170867705942001
2011-06-08 00:00:00 UTC,27.2782783028475,2870238.99957518,5261966107612.78,149913065.174399,567269.53016242,11815.0,0.613581100324313
2011-06-09 00:00:00 UTC,29.535804441468102,1860621.92369972,6216888183885.47,195000465.371187,567269.53016242,12176.0,0.37703002439953603
2011-06-10 00:00:00 UTC,26.533104849741697,2287155.0114451,6276780381867.71,186197716.33670402,567269.53016242,11269.0,0.358585240636068
2011-06-11 00:00:00 UTC,19.8836936177049,2178733.50605884,7162801173353.6,155523796.377076,567269.53016242,10897.0,0.52918541951769
2011-06-12 00:00:00 UTC,16.6255791637571,2454985.75605194,6549926741145.93,96878911.63755749,567269.53016242,12440.0,0.582481862964819
2011-06-13 00:00:00 UTC,20.860078565275,1483677.75722676,6381259099743.03,119592053.17398602,567269.53016242,11246.0,0.385461479619156
2011-06-14 00:00:00 UTC,19.1945378102863,715137.135539158,3477118238513.6045,130687879.20234199,567269.53016242,14158.0,0.19750390322356798
2011-06-15 00:00:00 UTC,19.707451930403,545253.377998051,4772613210250.86,129383146.434098,876954.49351354,12605.0,0.10173286521201501
2011-06-16 00:00:00 UTC,19.2666250304848,929293.876662909,3940485182094.7344,126817284.74248601,876954.49351354,12746.0,0.133694597089202
2011-06-17 00:00:00 UTC,15.7463098597752,1687539.55339223,4039015864906.825,113302652.070525,876954.49351354,11296.0,0.308343717135788
2011-06-18 00:00:00 UTC,15.8618051924767,570132.377397463,4328693696751.835,105496592.975688,876954.49351354,11563.0,0.17615155065227603
2011-06-19 00:00:00 UTC,17.679261738052602,537041.7638191071,4821461166364.905,113922335.61598799,876954.49351354,11472.0,0.179090870297247
2011-09-13 00:00:00 UTC,5.8836889990303005,543.933255105242,6259358048175.851,44634700.2276067,1777774.48200146,6519.0,0.0638992222932921
2011-10-11 00:00:00 UTC,4.0721098346098294,1404.5321286564301,3851450626923.2505,36483439.999999896,1689334.4045971,5930.0,0.0518618530213034
2011-12-02 00:00:00 UTC,3.09365670648373,181395.577827942,1979617343060.3274,23988799.2753563,1090715.68005127,6318.0,0.0131668255856425
2011-12-03 00:00:00 UTC,2.9968888161506,363481.957588905,1643240991422.8318,24230335.5219276,1090715.68005127,5631.0,0.01703495199394825
2011-12-04 00:00:00 UTC,2.7566538156287796,262357.664123217,1837453687018.865,21708092.9463299,1090715.68005127,5385.0,0.0244241686320474
2011-12-05 00:00:00 UTC,2.86194468633923,85000.1895179484,1713225775197.616,21853132.500963602,1090715.68005127,6237.0,0.02769472477829813
2011-12-06 00:00:00 UTC,2.9735714716871695,168614.565534542,2332364489001.025,22736167.359985698,1090715.68005127,7978.0,0.02954184422238785
2011-12-07 00:00:00 UTC,3.03499953268377,170303.855981815,1494804772839.2856,23554623.8798238,1090715.68005127,6135.0,0.0149508419827486
2011-12-08 00:00:00 UTC,2.98777303393916,115875.707673915,1769560670510.7637,23428238.28161,1090715.68005127,5820.0,0.10647591254194955
